,Name,Actor,Genre,Directors,Maturity,Story-line,Popularity
80108159,Ask the StoryBots,"Judy Greer, Erin Fitzgerald, Fred Tatasciore","Animation, Series, Kids’ Programmes, Education, Little Kids TV, Little Kids, TV Cartoons, Education & Guidance",,All ,"Five curious little creatures track down the answers to kids' biggest questions, like how night happens or why we need to brush our teeth.","This show is based on the popular StoryBots apps and website, which have won an Emmy and several Parents' Choice Awards."
80243473,True: Wonderful Wishes,"Michela Luci, Jamie Watson, Anna Claire Bartlam","Animation, Kids' Music, Series, Kids’ Programmes, Talking-Animal Kids' TV, Education, Little Kids TV, Little Kids, TV Cartoons, Education & Guidance",,All ,Do-gooding True and Bartleby will go anywhere to make wishes come true -- from the bottom of the Living Sea to the tip of Mount Tippy Tippy Top!,
80243582,True: Magical Friends,"Michela Luci, Jamie Watson, Anna Claire Bartlam","Animation, Kids' Music, Series, Kids’ Programmes, Talking-Animal Kids' TV, Education, Little Kids TV, Little Kids, TV Cartoons, Education & Guidance",,All ,The power of friendship can solve any problem -- and the Rainbow Kingdom's got plenty to go around. Cue Bartleby and True for the rescue!,
80195962,Duck Duck Goose,"Jim Gaffigan, Zendaya, Lance Lim","Animation, Children & Family Films, Animal Tales, Comedies, Wacky Comedies",Chris Jenkins,7+ ,"As his flock's annual migration nears, a carefree goose is grounded with an injury and takes a pair of lost ducklings under his wing.","Jim Gaffigan leads an all-star voice cast that includes Zendaya, Natasha Leggero, Reggie Watts and Carl Reiner."
80204923,Benji,"Gabriel Bateman, Darby Camp, Kiele Sanchez","Hollywood Films, Children & Family Films, Animal Tales, Dramas",Brandon Camp,7+ ,A determined dog comes to the rescue and helps heal a broken family when a young boy and his sister stumble into some serious danger.,Brandon Camp helms this reboot of his father's heartwarming 1970s classic that spawned an unlikely box office sensation.
80161029,Sahara,"Robert Naylor, Angela Galuppo, Daniel Brochu","Animation, International Films, Children & Family Films, Animal Tales",Pierre Coré,7+ ,"When his new love is captured by an evil snake charmer, a young cobra and his scorpion best friend set out across the desert on a wild rescue mission.",
81025800,Accidentally in Love,"Junchen Guo, Yi Ning Sun, Yi Qin Zhao","Series, Chinese  Programmes, TV Programmes based on Books, Romance Programmes, Asian Programmes, Drama Programmes, Comedy Programmes",,13+ ,"Rejecting the demands of her wealthy family, a young woman poses as an ordinary college student and crosses paths with a stoic pop star at school.",
80123729,Paranoid,"Indira Varma, Robert Glenister, Dino Fetscher","Series, Crime Programmes, British Programmes, Drama Programmes",,16+ ,"When a woman is brutally murdered on a playground, a group of detectives find themselves drawn into a dark conspiracy as they search for the killer.","Lesley Sharp (""Lucy"") and Kevin Doyle (""the ghost detective"") can also be seen together in Season 1 of ""Scott & Bailey."""
70260350,River,"Stellan Skarsgård, Nicola Walker, Adeel Akhtar","Series, Crime Programmes, British Programmes, Drama Programmes, Mystery Programmes",,16+ ,John River is a brilliant detective whose fractured mind traps him between the living and the dead.,"Stellan Skarsgard also played smart troubled men in Lars von Trier's ""Nymphomaniac"" and Marvel's ""The Avengers."""
80195522,Wanted,"Rebecca Gibney, Geraldine Hakewill, Stephen Peacocke","Series, Australian TV Programmes, Crime Programmes, Drama Programmes",,16+ ,Polar-opposite strangers Lola and Chelsea become partners on the run when they witness a murder involving dirty cops and are framed for the crime.,This smart crime thriller was Australia's most-watched drama series of 2016.
80095900,Haters Back Off,"Colleen Ballinger, Angela Kinsey, Francesca Reale","Series, American Programmes, Teen Programmes, Comedy Programmes",,7+ ,"Determined to make it big, the confident but clueless Miranda Sings embarks on an unlikely quest for fame in this offbeat comedy.",Colleen Ballinger has attracted millions of followers with her loopy performances as Miranda Sings.
80085566,The Other Side of the Wind,"John Huston, Oja Kodar, Peter Bogdanovich","Critically-acclaimed Films, Dramas, Independent Dramas, Showbiz Dramas, Independent Films",Orson Welles,16+ ,"On the last day of his life, a legendary director struggles to complete a new project and contemplates his legacy in this layered film by Orson Welles.","Finally completed after 40 years, Welles's Hollywood satire won a 2018 Venice Film Festival Award."
80176771,Damnation,"Logan Marshall-Green, Killian Scott, Sarah Jones","Series, American Programmes, Crime Programmes, Drama Programmes",,16+ ,"During the Great Depression, a stranger with a violent past poses as a preacher and rallies farmers to mount a strike in a rural Iowa community.",
80193978,Warrior,"Dar Salim, Danica Curcic, Lars Ranthe","Series, Danish TV Programmes, Crime Programmes, Drama Programmes",,16+ ,A war veteran plagued by guilt over his final mission teams up with his best friend's widow to infiltrate a dangerous Copenhagen biker gang.,
80185145,Fate/EXTRA Last Encore,"Atsushi Abe, Sakura Tange, Kana Ueda","Anime, Anime for Gamers, Anime based on a Video Game, Anime Fantasies, Anime Action, Anime Series, Series, Japanese Programmes",,16+ ,"Hakuno Kishinami finds himself in the midst of a Holy Grail war with no memories of how he got there. Through his confusion, he must fight to survive.",
80174974,Devilman Crybaby,"Kouki Uchiyama, Ayumu Murase, Megumi Han","Anime, Anime based on Comics, Anime Action, Anime Series, Series, Japanese Programmes, TV Programmes based on Comics, Horror Programmes",Masaaki Yuasa,16+ ,"With demons reawakened and humanity in turmoil, a sensitive demon-boy is led into a brutal, degenerate war against evil by his mysterious friend, Ryo.",
80175350,SWORDGAI The Animation,"Yuto Uemura, Yuuka Aisaka, Nobunaga Shimazaki","Anime, Anime based on Comics, Anime Fantasies, Anime Action, Anime Series, Series, Japanese Programmes, TV Programmes based on Comics",,16+ ,"A young man becomes host to a legendary infernal sword and, with the fate of humanity now in his arm, wields its demonic power against his enemies.",
80221272,LAST HOPE,"Tomoaki Maeno, Kana Hanazawa, Kenjiro Tsuda","Anime, Cyborg & Robot Anime, Anime Dramas, Anime Action, Anime Sci-Fi, Anime Series, Series, Japanese Programmes, Cyberpunk",,13+ ,"After causing the near extinction of mankind seven years ago, genius scientist Leon Lau must now fight the ecological disaster he unwittingly created.",
80097594,B: The Beginning,"Hiroaki Hirata, Yuki Kaji, Asami Seto","Anime, Anime Fantasies, Anime Action, Anime Series, Series, Japanese Programmes, Crime Programmes",,16+ ,"Genius investigator Keith Flick rejoins the royal police force just as serial killer ""B"" emerges. Mysterious youth Koku may be an ally, or a target.",
80103331,Magi: Adventure of Sinbad,"Daisuke Ono, Tomokazu Sugita, Takahiro Sakurai","Anime, Anime based on Comics, Anime Fantasies, Anime Action, Anime Series, Series, Japanese Programmes, TV Programmes based on Comics",,13+ ,The Magi who became High King of the Seven Seas started as a boy determined to make the world a better place. He begins with a dangerous dungeon.,
80171247,My Happy Family,"Ia Shugliashvili, Merab Ninidze, Berta Khapava","Critically-acclaimed Films, International Films, Dramas","Nana Ekvtimishvili, Simon Gross",13+ ,"A middle-aged wife and mother of two shocks her traditional, multigenerational Georgian household when she announces she's going to live by herself.",
80220000,Derren Brown: The Push,Derren Brown,"Reality, Variety & Talk Shows",,16+ ,Mentalist Derren Brown engineers an audacious social experiment demonstrating how manipulation can lead an ordinary person to commit an appalling act.,
80987753,The Degenerates,"Brad Williams, Christina Pazsitzky, Big Jay Oakerson","Series, American Programmes, Comedy Programmes, Stand-up & Chat Shows, Stand-up Comedy",,16+ ,Six stand-ups explore the coarse and salacious side of comedy in this series of half-hour specials. For mature audiences.,
80189653,Ricky Gervais: Humanity,Ricky Gervais,"Stand-up & Chat Shows, Comedies, Dark Comedies, Stand-up Comedy",John L. Spencer,16+ ,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally.",
80146601,Somebody Feed Phil,Philip Rosenthal,"Series, Documentary Programmes, American Programmes, Food & Travel TV, Documentaries, Critically-acclaimed Documentaries, Social & Cultural Documentaries, Travel & Adventure Documentaries",,13+ ,"""Everybody Loves Raymond"" creator Phil Rosenthal travels the globe to take in the local cuisine and culture of Bangkok, Lisbon, Mexico City and more.",
80022456,Cooked,Michael Pollan,"Series, TV Programmes based on Books, Documentary Programmes, American Programmes, Food & Travel TV, Documentaries, Social & Cultural Documentaries",,13+ ,"As he tries his hand at baking, brewing and braising, acclaimed food writer Michael Pollan explores how cooking transforms food and shapes our world.","Michael Pollan has won numerous awards for his books about food, which include the bestselling ""The Omnivore's Dilemma."""
80170368,Ugly Delicious,"David Chang, Peter Meehan","Series, Documentary Programmes, American Programmes, Food & Travel TV, Documentaries, Social & Cultural Documentaries",,16+ ,"All the flavor. None of the BS. Star chef David Chang leads friends on a mouthwatering, cross-cultural hunt for the world's most satisfying grub.","Elite chefs, writers and entertainers like Jimmy Kimmel, Nick Kroll and Ali Wong join Chang's culinary adventure."
81004322,Million Pound Menu,,"Series, Reality, Variety & Talk Shows, Food & Travel TV, British Programmes",,13+ ,Next-gen restaurateurs get the chance to open their own pop-up eateries to impress the paying public -- and a panel of discerning U.K. investors.,"Presenter Fred Sirieix is a renowned restaurant manager who also hosts the BBC's BAFTA-winning series ""First Dates."""
80128096,Chef's Table: France,,"Series, Documentary Programmes, American Programmes, Food & Travel TV, Documentaries",,13+ ,Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.,
80201866,The Final Table,Andrew Knowlton,"Series, Reality, Variety & Talk Shows, American Programmes, Food & Travel TV",,7+ ,Teams of elite chefs vie to impress the world's toughest palates as they whip up iconic dishes from nine nations in this star-packed competition.,"Legendary chefs, actors, athletes, food critics and other celebs judge the dishes of their native countries."
80170862,The Bleeding Edge,,"Critically-acclaimed Films, Documentaries, Critically-acclaimed Documentaries",Kirby Dick,16+ ,This eye-opening look at the fast-growing medical device industry reveals how the rush to innovate can lead to devastating consequences for patients.,"From Academy Award-nominated filmmakers Kirby Dick and Amy Ziering, of ""The Invisible War"" and ""The Hunting Ground."""
80168227,Nobody Speak: Trials of the Free Press,,"Critically-acclaimed Films, Documentaries, Critically-acclaimed Documentaries, Social & Cultural Documentaries, Political Documentaries",Brian Knappenberger,16+ ,"Hulk Hogan's court case against Gawker Media sheds light on wealthy, powerful figures who challenge freedom of the press in order to silence critics.",Director Brian Knappenberger's documentary was nominated for a Grand Jury Prize at the 2017 Sundance Film Festival.
