,Name,Actor,Genre,Directors,Maturity,Story-line,Popularity,Production,Distributed_by
0MNMPBZF4ELNC499AZPTIQA883,Sing-Along-Songs for Kids,Jolly Jingle Works,Kids,Mandar Sawant, All Ages Kids,"(on-screen lyrics) This fun and engaging children's program features songs, music, animations and sing-along to entertain and educate your kids. Rhyme Time includes all-time favorite children's nursery rhyme songs. This season features: Humpty Dumpty, Pat A Cake, Rain Rain Go Away, Twinkle Twinkle, Jack and Jill and many more!",,FilmRise,
0HKB6AF1UZ3TWODMV5LCPUA8BE,Munki and Trunk - Season1,"Alison Lambole, Brent Dawes, Daniel Barnett",Kids,"Brent Dawes, Sam Wilson", All Ages Kids,"Meet Munki and Trunk. One is crafty. The other is caring. But they are the best of friends. No matter if they are facing rolling boulders, bouncing mushrooms or grumpy hedgehogs, they do it together. Giggling all the way.",,Jungle Beat Animation,
0GM8445R22TOEHRBXKOL41PUB0,Favourite Children's Songs,"Simon Davies, Simon Davies, Simon Davies",Kids,"Neil Ben, Neil Ben, Neil Ben, Neil Ben, Neil Ben, Neil Ben, Neil Ben, Neil Ben, Neil Ben, Neil Ben, Neil Ben, Neil Ben, Neil Ben, Neil Ben, Neil Ben, Neil Ben, Neil Ben", All Ages Kids,Favourite Childrens Songs,,Signature Entertainment,
0IE6AVLKDB64XXK9AQ9ON8HIIJ,We Bare Bears,,Kids,, 7+ Older Kids,"We Bare Bears is an 11 minute comedy starring three bear brothers - Grizz, Panda and Ice Bear and their awkward attempts at assimilating into human society",,,
0H7IHOAUBVSQJNLJ3SCXN89011,Johnny Test - Season 4,"James Arnold Taylor, Louis Chirillo",Kids,Paul Riley, 7+ Older Kids,"Take one part spiky hair, two parts genius sisters, a dash of talking dog, mix thoroughly and the result is an action-packed animated series about a boy willing to try anything in the name of science.",,dhx_media,
0FO4AH79ILIP4SANPE6PG7AYNQ,Ben 10 Omniverse - Season 1,,Kids,, 7+ Older Kids,Ben and Rook must stop Zombozo and the Circus Freaks from turning everyone in Bellwood into zombie clowns!,,,
0TN2QWT36T6WP708072SGH9EDG,Shin chan Spin-off vol.1 Aliens vs. Shinnosuke,,"Anime, Kids",, 7+ Older Kids,"On the 25th anniversary of the start of the animated series, Shin chan will be presented in a new style! ""What if Shinnosuke encountered aliens in a drifting spaceship?""  A new animated series will be released not on TV or as movie, but as an original program on Amazon Prime Video! 
© 1990 USUI YOSHITO / © 1992-2016 SHIN-EI & TV Asahi / All Rights Reserved.",,,
0PQFFLC6FMBQF481H5UQV1K0Y6,ZAK STORM,,Kids,Philippe Guyenne, 7+ Older Kids,Zak is a regular kid in the middle of a surfing competition when he gets sucked into the Seven Seas of the Bermuda Triangle and finds himself the captain of a ship of misfits. He partners up with a magical talking sword named Calabrass allowing him to power up into various protective armours with weapons to help him face the numerous perils of this foreign land.,,,
0IV6UA8MMDMYI9HIQS0N9QL2DN,The Adventures of Paddington Bear ,Johnathan Kydd,Kids,"Marcos DaSilva, Eric Berthier", All Ages Kids,"Paddington Bear doesn't go looking for adventure. It just seems to find him. And when it does, there's no telling what will happen.",,dhx_media,
0G9FADHDF6GYCE0N2WF39MG492,Popeye and Son,"Maurice LaMarche, Marilyn Schreffler, Josh Rodine",Kids,"Ray Patterson, Don Lusk", All Ages Kids,"After 58 years of Popeye and Bluto fighting over Olive Oyl, they've all decided to finally settle down and start families. Popeye and Olive got married and had a son who hates spinach. Bluto also got married and had a son who's a bully to Popeye's kid. Wimpy has also started his own burger chain and tries his best to refrain from eating his own burgers.",,FilmRise,
0NPYLUXTV93T9VC9HLBXOXHAFV,Baahubali The Lost Legends - Season 1,,"International, Drama, Kids",, 7+ Older Kids,"Before the war with the Kalakeya. Before Katappa killed Baahubali. Before the death of Sivagami. Two young brothers competed for the throne. One would go on to become king, and the other would go on to become a legend.Â Experience the secret stories from the world of Baahubali in this all new animated series.",,Graphic India Production,
0SXIDP9I53CRV0XSK210H4X5IK,Barbie Dreamtopia - Season 1,"Erica Lindbeck, Meira Blinkoff, Addie Chandler",Kids,Saul Blinkoff, 7+ Older Kids,"Join Barbie, Chelsea, and her puppy Honey as they swim through rainbow rivers with beautiful mermaids and fly through cotton candy clouds with fairies.",,"Mattel, Inc.",
0QFZQ6FAXS92CTEWWF0VKS175F,ChuChu TV Funzone - Season 1,,"Kids, International",, All Ages Kids,"ChuChu TV Funzone is a new 3D series from ChuChu TV Studios where Wanny, Spanny and Mr.Eggsie travel to the funzone in an awesome train ride and learn lot of things while playing games. We hope these colorful 3D Visuals engage your kids and provide them with new kind of entertainment.",,,
0LGYSOELLCIDWSUBVXW4ZDY8HF,ChuChu TV Cutians - Nursery Rhymes and Cartoon Shows,,"Kids, International",, 7+ Older Kids,ChuChuTV Cutians – The Loved Kittens popularly known as Cutians engages the kids with its unique style of teaching the kids upbeat nursery rhymes and educational songs with colorful animations and also entertains the children with its funny cartoon shows.,,ChuChu TV Studios,
0M6J5ZG53RG45BYVIHO17U67M3,Bheem vs Aliens,,"International, Kids",Rajiv Chilaka, All Ages Kids,"Aliens from a planet called Zeake attack Dholakpur. They destroy the palace and take King Indravarma and Princess Indumati captive. The aliens then proceed to Pehalwanpur. Kyto, the alien leader challenges Bheem to a game to release the king and his daughter.",,,
0HG1R2ISQUTUHQOUQ4RDPL8DOH,Car Patrol of Car City,,Kids,Charles Courcier, All Ages Kids,"Mat the police car and Franck the fire truck are the fearless detectives of the Car Patrol. Every time a vehicle in Car City gets into a trouble, the Car Patrol is there to make sure that everyone is safe. Join the Car Patrol in solving the mysteries of Car City!",,Amuse Animation,
0R9VB3CZCJIT1DHRUBUDV9LD0J,Car Patrol of Car City,,Kids,Edouard Desmettre, All Ages Kids,"Mat the police car and Franck the fire truck are the fearless detectives of the Car Patrol. Every time a vehicle in Car City gets into a trouble, the Car Patrol is there to make sure that everyone is safe. Join the Car Patrol in solving the mysteries of Car City!",,Amuse Animation,
0FSD8R3G0GPCU0MAXR5A6L2KGS,Troy The Train of Car City,,Kids,"Charles Courcier, Edouard Desmettre", All Ages Kids,"Troy the Train is the fastest train in the world! He makes sure that new vehicles arrive safely in Car City, and join the Car Team! Every day, Troy the train meets new friends, who follow him in amazing adventures.",,Amuse Animation,
0OBB1YVJ0A1JGE4P5WBCV1NR1A,Spid the racing car,,Kids,"Charles Courcier, Edouard Desmettre", All Ages Kids,Spid is an incredibly fast little red racing car. Follow Spid in his races against other trucks and spaceships and meet his friend Rob the robot who gets him prepared for competitions in his garage!,,Amuse Animation,
0JC8ZT5JQZG51D909FT2LYUMPY,Troy in Train Town,,Kids,Edouard Desmettre, All Ages Kids,"Troy the train is the fastest and smartest train in Train Town! He can transform himself in any vehicles with the help of his friend, Teddy !  Every day, Troy the train meets new friends, who follow him in wonderful adventures.",,Amuse Animation,
0KEMZTXJUR80Q3EH2CRVC75YJN,Tom the Tow Truck of Car City,,"Kids, Animation, Adult Interest",Edouard Desmettre, All Ages Kids,"Tom the Tow truck is an ingenious mechanic who is always there to help his friends. When accidents happen in Car City and vehicles get broken, Tom rushes to get them into his garage in order to repair them. Follow him in his important mission!",,Amuse Animation,
0J80EQMED1KK652JA5WBO4EU7D,Construction Squad of Car City,,Kids,Edouard Desmettre, All Ages Kids,"Ethan the Dump Truck, Edgar the Excavator and Charlie the Crane are the ingenious members of the Construction Squad ! When there is something new to build in Car City, it's the Construction Squad we call for! Edgar, Ethan and Charlie are always happy to improve this beautiful town and please its inhabitants!",,Amuse Animation,
0S3OHQ423I58WDK7CZEEPAA8KS,Super Truck of Car City,,Kids,"Charles Courcier, Edouard Desmettre", All Ages Kids,"Super Truck is the most surprising truck of Car City. Whenever a vehicle is in danger and cannot do his truck job, Super Truck transforms himself and saves the day ! Follow Super truck, Car City's greatest hero in his amazing adventures.",,Amuse Animation,
0MF31L3YK2TD2CKVW1OFI3EKF9,Tom the Tow Truck's Car Wash,,Kids,Charles Courcier, All Ages Kids,"Tom the Tow Truck, the famous truck of Car City, also washes his friends, the cars of Car City ! Tom welcomes his cars and trucs friends into his brand new Car Wash and cleans them, they come out totally washed like brand new cars!",,Amuse,
0RV5L4V543NCCNZ32C2M6ZM4LG,Construction Squad of Car City,,Kids,"Charles Courcier, Edouard Desmettre", All Ages Kids,"Ethan the Dump Truck, Edgar the Excavator and Charlie the Crane are the ingenious members of the Construction Squad ! When there is something new to build in Car City, it's the Construction Squad we call for! Edgar, Ethan and Charlie are always happy to improve this beautiful town and please its inhabitants!",,Amuse Animation,
0RV66IUGL6Y8SODBC4U7ERI7WH,Christmas in Car City,,Kids,"Charles Courcier, Edouard Desmettre", All Ages Kids,"Merry Christmas Car City! Welcome to the town where cars and trucks live happily together. Follow the adventures of Tom the Tow Truck, always ready to help his friends, Mat the Police Car and Franck the Fire Truck the fearless Car Patrol detectives, Troy the fastest Train and Carl the Super Truck & many other friends in their incredible adventures of Christmas.",,Amuse Animation,
0KZXBYA9KKWM2SGF7V7QS5Z4T1,Tiny Trucks,,Kids,"Charles Courcier, Edouard Desmettre", All Ages Kids,"Charlie the Crane, Billy the Bulldozer and Ed the Excavator are the ingenious Tiny Trucks. Those small but clever construction trucks assemble pieces of funny trucks and attractions. Ice cream trucks, giant slides, fire trucks, and so more. Learn and have fun with the Tiny Trucks.",,Amuse Animation,
0HSUI7RRQKSLRKZVY1NFPZQHIN,Amber the Ambulance,,Kids,Edouard Desmettre, All Ages Kids,"Amber the Ambulance is the doctor of Car City, whenever a bulldozer, tractor, garbage truck, bus, or any construction truck like excavator, monster truck needs to get healed, he goes to see Amber. This cartoon for children about cars and trucks is ideal for boys and girls who are interested in cars!",,Amuse,
0NU8726XN0NC0C7KM581KFFJJI,Tom The Tow Truck's Paint Shop,,Kids,"Charles Courcier, Edouard Desmettre", All Ages Kids,"Tom the Tow Truck, the famous truck of Car City, is also fond of painting ! Tom welcomes his truck friends into his brand new Paint Shop and transforms them into their favorite character. Tom The Tow Truck can paint anything that comes from his friends' imagination. Welcome to Tom's Paint Shop !",,Amuse Animation,
0U450L7ASLG84FWSAG9D72EG42,Tom the Tow Truck of Car City,,Kids,"Charles Courcier, Edouard Desmettre", All Ages Kids,"Tom the Tow truck is an ingenious mechanic who is always there to help his friends. When accidents happen in Car City and vehicles get broken, Tom rushes to get them into his garage in order to repair them. Follow him in his important mission!",,Amuse Animation,
0U456RGVHI2P7YPLU22090QSD4,Ethan The Dump Truck,,Kids,"Charles Courcier, Edouard Desmettre", All Ages Kids,"Ethan is a small yet very active dump truck. He is always rushing into new adventures, and tries to learn as much as he can through the games he plays. On his adventures, Ethan learns shapes, colors and numbers. Come and learn with Ethan while having great fun!",,Amuse Animation,
0OJSMO20WWQG6D1UQJ2PRCVTN6,Dinosaur Train - Season 1,"Erika-Shaye Gair, Claire Margaret Corlett, Ellen Kennedy",Kids,"Craig Bartlett, Karl Toerge, Terry Izumi", All Ages Kids,"In Dinosaur Train, viewers join Buddy and his adoptive family of Pteranodons on whimsical adventures as they unearth basic concepts in natural science, natural history and palaeontology. The Dinosaur Train has the ability to visit the Triassic, Jurassic and Cretaceous worlds. The Train's Conductor provides passengers with fascinating facts along the way.",,,
0MJCA55OTHAC9504EGLJMY69N6,Caillou - Season 4,"Annie Bovaird, Jennifer Seguin",Kids,Nick Rijgersberg, All Ages Kids,"Preschoolers will feel right at home with trusted pal Caillou, his sister Rosie and all their family and friends as they experience the everyday adventures of childhood.",,dhx_media,
0LY26HB5XC3IEBX70WG0T3YRMI,The Stinky and Dirty Show - Season 202,"Jet Jurgensmeyer, Issac Ryan Brown",Kids,, All Ages Kids,"Best friends Stinky the garbage truck and Dirty the backhoe loader return for more resourcefulness and whimsical adventures – all inspired by using what’s around them and asking the question: “What if…?” Based on books by Jim and Kate McMullan with original music from Dan Bern and featuring celebrity voices like Whoopi Goldberg, Jane Lynch, Andy Richter, Joan Cusack and Wallace Shawn.",,Amazon Studios,
0MNLBAV8ZCPN0T3L68J8DQ0VBV,Transformers Robots In Disguise - Season 01,,Kids,"David Hartman, Frank Marino, Scooter Tidwell, Todd Watermann, Vinton Heuck", 7+ Older Kids,"When a Cybertronian prison ship crashes on Earth, a new team of Autobots, led by Bumblebee, arrives to protect the planet and the galaxy - from hundreds of escaped Deception fugitives!",,Hasbro Studios,
0PYXQDGOBRBHD7THQGAXXJWV9G,Animilia - Season 1,"NA, NA, NA",Kids,David Scott, All Ages Kids,"Animalia is constantly under attacks or strange happenings, mostly plotted by the money-minded, Tyrannicus. The cores that he wants to steal, hold the entire kingdom together without war. So, it falls upon two human friends, Alex and Zoe and their new animalian friends, G'Bubu the gorilla and Iggy the iguana to save the kingdom of Animalia and allow its peace to prevail.",,Warner Roadshow Studios,
0MNL85O6F3H4Y5ICWWR27MUC46,Chai Chai - Season 01,"NA, NA, NA","International, Kids",, 7+ Older Kids,"Chai Raja, the owner of the most well-known cafe in the country is supported by His dog Sundar who is faithful yet foolish. It's all about food, music, fun until the mischief of the troublesome monkey Basha leads to situations of quandary all around the cafe. It gets interesting to figure out the innumerable ways adopted by Sundar despite his stupidity, to protect the food from Basha.",,Toonz Animation India Pvt Ltd,
0MAT93TS1S4NX2UEBAX7RBZBM7,Chakra The Invincible,"Chakra / Raju, Leela, Dr. Singh","International, Kids","Navin John, Vikramaditya Motwane", All Ages Kids,"Raju Rai, unintentionally activates a mystical suit which uses chakras of the body for weaponization purpose. Now Raju Rai has superpowers and he must protect the citizens of Mumbai as Chakra the invincible.",,,
0NLPN2STJ8BQ5GB10CIR8795RY,Lost In Oz - Season 1,"Ashley Boettcher, Alexander Polinsky, Allison Mack",Kids,"Jae Hong Kim, Paul Stodolny", 7+ Older Kids,"In the first season of Lost In Oz, twelve-year-old Dorothy Gale and her trusty dog Toto search for Glinda the Good in the hope that she can send them home to Kansas. Along the way they’ll make some surprising new friends and share a magical adventure they never could have imagined.",,Amazon Studios,
0OJTHHG99XZI0GDRIH9D8IZSMK,Sigmund and the Sea Monsters - Season 1,"Rebecca Bloom, David Arquette, Solomon Stewart",Kids,Jonathan Judge, All Ages Kids,"Brothers Johnny and Scotty find Sigmund, a sea monster, on the beach and bring him home to their clubhouse. They become fast friends, but when a monster hunter, Capt. Barnabas (David Arquette), finds out, the kids have to scramble to keep Sigmund hidden. Worse still, Sigmund's brothers Blurp and Slurp don't like humans. Against all odds, can they still have an endless summer of fun?",,Amazon Studios,
0RV5INFVWZ63OE9KBMYV6S4X9T,Atchoo - Season 1,,Kids,, All Ages Kids,"Atchoo is a story about Teo, a boy who a very curious characteristic. When he feels a strong emotion he expresses that through a sneeze and turns into an animal. Everyone at that school is used to his ability, except for the three class bullies, whose favorite target is Teo. But inspite of this, Teo manages to overcome the everyday sticky situations with the help of his friends.",,Amazonian Pictures,
0FWNCPNTCC4KDWW1XV8RUWJPGX,Sea Princesses,,Kids,Craig Handley, All Ages Kids,"Come and join the colourful and vibrant world of The Sea Princesses. The Sea Princesses are cheerful, adventurous and irrepressible young girls doing what they can to care for all the life forms that live under the sea. It's an exciting life and every day brings new discoveries, new problems to solve and new adventures to be had.",,Southern Star Entertainment,
0KIWEGIHOO37V68AZ2FQ8YODF1,Lucas the Monster Truck,,Kids,Charles Courcier, All Ages Kids,"Lucas, the small monster truck, adores playing with other cars and toys. He has a magic chest in his room, where he finds new toys and vehicles to assemble.",,Amuse,
0R1BR3LOZ2UOS33WGE39HEFB4A,Babies in Car City,,Kids,Edouard Desmettre, All Ages Kids,"Babies of Car City are the Cars and Trucks' sons and daughters of Car City cars. They go to school, play at the playground and do all sorts of school-related activities. They like to spend time together and have fun! They each have created their own little world at the playground !",,Amuse,
0Q37SOV3E1OVYXIS1AEURU9K4V,Learn with Ted The Train,,Kids,"Charles Courcier, Edouard Desmettre", All Ages Kids,"Ted the Train is a good friend of Dino the Dinosaur and Ethan the Dumpt Truck. Learn the colors, the numbers or the shapes with Ted the Train. It is better to learn with fun!! That is why Ted is here!!",,Amuse Animation,
0HOKHHG0URFJ55928PLFE11580,Dino The Dinosaur,,Kids,"Charles Courcier, Edouard Desmettre", All Ages Kids,"Dino is a curious little dinosaur who is always eager to learn new things. He adores playing with toys, cars and trains, and discovers the world through his games. Like every baby, Dino learns shapes, colors, numbers and letters with enthusiasm. Learn with Dino!",,Amuse Animation,
